#/////////////////////////////////////,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# -----START OF METADATA -----,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# ------------------------------------------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# TITLE: Brief title for entire data set,"Species richness of stoneflies (Insecta: Plecoptera), with an emphasis on the Appalachian region",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# DATE: date of creation of data set,15-Sep-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# AUTHOR: author/owner of data,Phillip Hogan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# ------------------------------------------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# AUTHOR EMAIL:,pnhogan2@illinois.edu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# AUTHOR ADDRESS:,https://orcid.org/0000-0002-6546-272X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# AUTHOR WEBSITE: ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# ------------------------------------------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# OWNERSHIP: Information on who owns/controls the data ,Phillip Hogan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLLABORATORS: One or more lines identifying others who collected/own data,Scott Grubbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# FUNDING SOURCES: Grant numbers or funding sources for acknowlegment,Western Kentucky University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# REPOSITORY: One or more lines for GitHub, Dryad, or permanent web repositories where data set can be accessed",https://datadryad.org/stash/dataset/doi:10.5061/dryad.hdr7sqvmg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# CITATIONS: One or more lines for publications that cite or use these data,"Hogan, Phillip; Grubbs, Scott (2022). Data from: Distributional trends and species richness of Maryland, USA stoneflies (Insecta: Plecoptera), with an emphasis on the Appalachian region [Dataset]. Dryad. https://doi.org/10.5061/dryad.hdr7sqvmg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# ------------------------------------------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# SAMPLING LOCATIONS: One or more lines about where data were collected; GPS for individual sites should be data columns,"Appalachian Region, Maryland (USA)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# SAMPLING TIMES: One more lines on when data were collected,1990's and 2020-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# VARIABLE DESCRIPTION: One line for each column in the data set stating what it is and what the units of measurement are,Type: What kind of collection this individual was,kingdom,phylum,class,order,family,genus,specificEpithet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# MISSING DATA: One or more lines for each variable describing the source of NA values throughout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# ------------------------------------------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# DATA TRACK CHANGES LOG (use this section to record any changes to the data set after it is created),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# DATE:              # CHANGES:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# DATE:              # CHANGES:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# DATE:              # CHANGES:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#DATE:              #CHANGES:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# ------------------------------------------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# ----- END OF METADATA -----,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#/////////////////////////////////////,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# ----- START OF DATA -----,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,Type,ownerInstitutionCode,catalogNumber,kingdom,phylum,class,order,family,genus,specificEpithet,scientificNameAuthorship,vernacularName,taxonomicStatus,taxonRank,typeStatus,identifiedBy,dateIdentified,eventDate,month,day,year,preparation,recordedBy,fieldNumber,habitat,basisOfRecord,adultMale,adultFemale,immatureNymph,1uvium,individualCount,sex,lifeStage,country,countryCode,stateProvince,county,waterBody,locality,coordinateUncertaintyInMeters,geodeticDatum,georeferencedBy,georeferenceSources,datasetName,accessRights,notes,elevation_m,decimalLongitude,decimalLatitude
165,Collection,USNM,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,granulata,"(Claassen, 1924)",Common Snowfly,accepted,species,not type,S.A. Grubbs,NA,2/2/1975,2,2,1975,vial,,,stream,PreservedSpecimen,28,14,0,0,42,"male, female",adult,USA,US,Maryland,Washington,Licking Creek,C & O Canal,10,WGS84,P.N. Hogan,,Maryland Plecoptera Project,No Restrictions,,114,-78.048642,39.651337
166,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,granulata,"(Claassen, 1924)",Common Snowfly,accepted,species,not type,P.N. Hogan,2020,3/10/2020,3,10,2020,vial,P.N. Hogan,PNH-039-20,stream,Preservedspecimen,0,3,0,0,3,female,adult,USA,US,Maryland,Washington,Little Tonoloway Creek,"Little Tonoloway Chesapeake & Ohio Canal access from Berm Rd., Hancock, Chesapeake & Ohio Canal",10,WGS 84,P.N. Hogan,Google Earth,Maryland Plecoptera Project,No Restrictions,,126,-78.18261,39.69812
167,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,granulata,"(Claassen, 1924)",Common Snowfly,accepted,species,not type,P.N. Hogan,2020,3/10/2020,3,10,2020,vial,P.N. Hogan,PNH-040-20,stream,Preservedspecimen,1,1,0,0,2,"male, female",adult,USA,US,Maryland,Washington,Chesapeake & Ohio Canal,"Hancock Maryland Parking, Chesapeake & Ohio Canal",10,WGS 84,P.N. Hogan,Google Earth,Maryland Plecoptera Project,No Restrictions,,127,-78.17793,39.69807
168,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,granulata,"(Claassen, 1924)",Common Snowfly,accepted,species,not type,P.N. Hogan,2020,3/10/2020,3,10,2020,vial,P.N. Hogan,PNH-042-20,stream,Preservedspecimen,77,65,0,0,142,"male, female",adult,USA,US,Maryland,Washington,Tonoloway Creek,"Western Maryland Rail Trail bridge, Western Maryland Rail Trail",10,WGS 84,P.N. Hogan,Google Earth,Maryland Plecoptera Project,No Restrictions,,118,-78.15626,39.69492
169,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,granulata,"(Claassen, 1924)",Common Snowfly,accepted,species,not type,P.N. Hogan,2020,3/10/2020,3,10,2020,vial,P.N. Hogan,PNH-043-20,stream,Preservedspecimen,0,3,0,0,3,female,adult,USA,US,Maryland,Washington,Little Tonoloway Creek,"Widmeyer Park, bridge",10,WGS 84,P.N. Hogan,Google Earth,Maryland Plecoptera Project,No Restrictions,,124,-78.18873,39.70146
170,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,granulata,"(Claassen, 1924)",Common Snowfly,accepted,species,not type,P.N. Hogan,2020,3/10/2020,3,10,2020,vial,P.N. Hogan,PNH-044-20,stream,Preservedspecimen,7,8,0,0,15,"male, female",adult,USA,US,Maryland,Washington,Little Tonoloway Creek,"Kirkwood Park, bridge on Kirk Farm Rd.",10,WGS 84,P.N. Hogan,Google Earth,Maryland Plecoptera Project,No Restrictions,,130,-78.19972,39.70799
171,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,granulata,"(Claassen, 1924)",Common Snowfly,accepted,species,not type,P.N. Hogan,2020,3/10/2020,3,10,2020,vial,P.N. Hogan,PNH-045-20,stream,Preservedspecimen,1,0,0,0,1,male,adult,USA,US,Maryland,Washington,Little Tonoloway Creek,Kirkwood Park footbridge,10,WGS 84,P.N. Hogan,Google Earth,Maryland Plecoptera Project,No Restrictions,,128,-78.19741,39.70799
172,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,granulata,"(Claassen, 1924)",Common Snowfly,accepted,species,not type,P.N. Hogan,2020,3/10/2020,3,10,2020,vial,P.N. Hogan,PNH-046-20,stream,Preservedspecimen,31,8,0,0,39,"male, female",adult,USA,US,Maryland,Washington,Sideling Hill Creek,"High Germany Rd., just off I-68, Sideling Hill Nature Conservancy",10,WGS 84,P.N. Hogan,Google Earth,Maryland Plecoptera Project,No Restrictions,,190,-78.33141,39.70864
173,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,granulata,"(Claassen, 1924)",Common Snowfly,accepted,species,not type,P.N. Hogan,2020,3/10/2020,3,10,2020,vial,P.N. Hogan,PNH-036-20,stream,Preservedspecimen,0,2,0,0,2,female,adult,USA,US,Maryland,Washington,Rattle Run,intersection of Indian Springs Rd. and Mooresville Rd.,10,WGS 84,P.N. Hogan,Google Earth,Maryland Plecoptera Project,No Restrictions,,166,-78.02154,39.69114
174,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,granulata,"(Claassen, 1924)",Common Snowfly,accepted,species,not type,P.N. Hogan,2020,3/10/2020,3,10,2020,vial,P.N. Hogan,PNH-037-20,stream,Preservedspecimen,87,15,0,0,102,"male, female",adult,USA,US,Maryland,Washington,Licking Creek,"Pectonville Rd., private property but allows fisherman access",10,WGS 84,P.N. Hogan,Google Earth,Maryland Plecoptera Project,No Restrictions,,124,-78.04046,39.67635
175,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,granulata,"(Claassen, 1924)",Common Snowfly,accepted,species,not type,P.N. Hogan,2020,3/10/2020,3,10,2020,vial,P.N. Hogan,PNH-038-20,stream,Preservedspecimen,184,81,0,0,265,"male, female",adult,USA,US,Maryland,Washington,Licking Creek,"Pectonville Rd., bridge north of Camp Harding",10,WGS 84,P.N. Hogan,Google Earth,Maryland Plecoptera Project,No Restrictions,,123,-78.04289,39.67598
176,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,granulata,"(Claassen, 1924)",Common Snowfly,accepted,species,not type,S.A. Grubbs,NA,2/24/1996,2,24,1996,vial,S.A. Grubbs,,stream,PreservedSpecimen,2,2,0,0,1,female ,adult,USA,US,Maryland,Washington,Beaver Creek,U.S. 40,10,WGS84,S.A. Grubbs,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,145,-77.65581,39.57801
177,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,granulata,"(Claassen, 1924)",Common Snowfly,accepted,species,not type,S.A. Grubbs,NA,2/24/1996,2,24,1996,vial,S.A. Grubbs,,stream,PreservedSpecimen,54,0,1,0,4,"male, female, ",adult,USA,US,Maryland,Washington,Beaver Creek,"Benevola-Newcomer Rd., 0.9 mi S U.S. Alt 40",10,WGS84,S.A. Grubbs,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,121,-77.69372,39.54377
178,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,granulata,"(Claassen, 1924)",Common Snowfly,accepted,species,not type,S.A. Grubbs,NA,3/12/1995,3,12,1995,vial,S.A. Grubbs,,stream,PreservedSpecimen,9,12,0,0,8,"male, female, ",adult,USA,US,Maryland,Washington,Conococheague Creek,Wishard Rd.,10,WGS84,S.A. Grubbs,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,120,-77.82559,39.71628
179,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,granulata,"(Claassen, 1924)",Common Snowfly,accepted,species,not type,S.A. Grubbs,NA,2/11/1996,2,11,1996,vial,S.A. Grubbs,,stream,PreservedSpecimen,36,1,0,0,13,"male, female, ",adult,USA,US,Maryland,Washington,Conococheague Creek,"Wishard Rd., USGS Gaging Station",10,WGS84,S.A. Grubbs,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,120,-77.82559,39.71628
180,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,granulata,"(Claassen, 1924)",Common Snowfly,accepted,species,not type,S.A. Grubbs,NA,3/12/1995,3,12,1995,vial,S.A. Grubbs,,stream,PreservedSpecimen,0,2,0,0,21,"male, female, ",adult,USA,US,Maryland,Washington,Potomac River,,10,WGS84,S.A. Grubbs,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,111,-78.01073,39.60574
181,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,granulata,"(Claassen, 1924)",Common Snowfly,accepted,species,not type,S.A. Grubbs,NA,2/11/1996,2,11,1996,vial,S.A. Grubbs,,stream,PreservedSpecimen,50,7,0,0,37,"male, female, ",adult,USA,US,Maryland,Washington,Tonoloway Creek,Tollgate Ridge Rd.,10,WGS84,S.A. Grubbs,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,120,-78.15651,39.69808
182,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,granulata,"(Claassen, 1924)",Common Snowfly,accepted,species,not type,S.A. Grubbs,NA,2/24/1996,2,24,1996,vial,S.A. Grubbs,,stream,PreservedSpecimen,0,1,0,0,55,"male, , larvae","adult, larvae",USA,US,Maryland,Washington,Conococheague Creek,"Wishard Rd., USGS Gaging Station",10,WGS84,S.A. Grubbs,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,120,-77.82559,39.71628
183,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,granulata,"(Claassen, 1924)",Common Snowfly,accepted,species,not type,S.A. Grubbs,NA,2/11/1996,2,11,1996,vial,S.A. Grubbs,,stream,PreservedSpecimen,9,4,0,0,57,"male, female, ",adult,USA,US,Maryland,Washington,Licking Creek,Pectonville Rd.,10,WGS84,S.A. Grubbs,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,123,-78.04303,39.67598
184,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,granulata,"(Claassen, 1924)",Common Snowfly,accepted,species,not type,S.A. Grubbs,NA,3/16/1996,3,16,1996,vial,S.A. Grubbs,,stream,PreservedSpecimen,184,69,0,0,253,"male, female, ",adult,USA,US,Maryland,Washington,Licking Creek,Pectonville Rd.,10,WGS84,S.A. Grubbs,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,123,-78.04303,39.67598
185,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,harperi,"Kirchner, 1980", Stonyfork Snowfly,accepted,species,not type,S.A. Grubbs,NA,3/7/1996,3,7,1996,vial,S.A. Grubbs,,stream,PreservedSpecimen,0,1,0,0,1,female ,adult,USA,US,Maryland,Garrett,"spring, Elk Lick Run","near Mt. Zion Rd., 0.7 mi SE Rte. 135",10,WGS84,P.N. Hogan,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,418,-79.18888, 39.45400 
186,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,harperi,"Kirchner, 1980", Stonyfork Snowfly,accepted,species,not type,S.A. Grubbs,NA,3/16/1996,3,16,1996,vial,S.A. Grubbs,,stream,PreservedSpecimen,1,0,0,0,1,male,adult,USA,US,Maryland,Garrett,Steyer Run,White Church-Steyer Rd.,10,WGS84,S.A. Grubbs,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,710,-79.31147,39.30655
187,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,harperi,"Kirchner, 1980", Stonyfork Snowfly,accepted,species,not type,S.A. Grubbs,NA,3/17/1996,3,17,1996,vial,S.A. Grubbs,,stream,PreservedSpecimen,1,0,0,0,1,male,adult,USA,US,Maryland,Garrett,Swamp Run,Swamp Rd.,10,WGS84,S.A. Grubbs,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,773,-79.06498,39.57884
188,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,harperi,"Kirchner, 1980", Stonyfork Snowfly,accepted,species,not type,S.A. Grubbs,NA,3/6/1996,3,6,1996,vial,S.A. Grubbs,,stream,PreservedSpecimen,1,0,0,0,1,male,adult,USA,US,Maryland,Garrett,"tributary, Mill Run","Michael Rd., 1 mi SE Westernport Rd.",10,WGS85,P.N. Hogan,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,750,-79.06282,39.55878
189,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,harperi,"Kirchner, 1980", Stonyfork Snowfly,accepted,species,not type,S.A. Grubbs,NA,2/28/1996,2,28,1996,vial,S.A. Grubbs,,stream,PreservedSpecimen,1,1,0,0,2,"male, female, ",adult,USA,US,Maryland,Garrett,Swamp Run,Swamp Rd.,10,WGS84,S.A. Grubbs,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,773,-79.06498,39.57884
190,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,harperi,"Kirchner, 1980", Stonyfork Snowfly,accepted,species,not type,S.A. Grubbs,NA,3/8/1997,3,8,1997,vial,S.A. Grubbs,,stream,PreservedSpecimen,7,12,0,0,3,"male, female, ",adult,USA,US,Maryland,Garrett,"spring, South Prong. Lostland Run",0.5 mi SE North Prong. Lostland Run,10,WGS84,P.N. Hogan,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,739,-79.27712,39.38217
191,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,harperi,"Kirchner, 1980", Stonyfork Snowfly,accepted,species,not type,S.A. Grubbs,NA,3/8/1997,3,8,1997,vial,S.A. Grubbs,,stream,PreservedSpecimen,1,4,0,0,4,"male, female, ",adult,USA,US,Maryland,Garrett,"spring, North Branch Potomac River",0.2 mi downstream Lostland Run confluence,10,WGS84,P.N. Hogan,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,639,-79.25148,39.36932
192,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,harperi,"Kirchner, 1980", Stonyfork Snowfly,accepted,species,not type,S.A. Grubbs,NA,3/6/1996,3,6,1996,vial,S.A. Grubbs,,stream,PreservedSpecimen,3,1,0,0,4,"male, female, ",adult,USA,US,Maryland,Garrett,"tributary, Mill Run","Michael Rd., 0.75 mi SE Westernport Rd.",10,WGS84,P.N. Hogan,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,750,-79.06282,39.55878
193,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,harperi,"Kirchner, 1980", Stonyfork Snowfly,accepted,species,not type,S.A. Grubbs,NA,3/8/1997,3,8,1997,vial,S.A. Grubbs,,stream,PreservedSpecimen,1,2,0,0,5,"male, female, ",adult,USA,US,Maryland,Garrett,"spring, North Branch Potomac River","Audley-Riley Rd., 1.3 mi SE Laurel Run Rd,",1000,WGS84,P.N. Hogan,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,826,-79.30455,39.33886
194,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,harperi,"Kirchner, 1980", Stonyfork Snowfly,accepted,species,not type,S.A. Grubbs,NA,3/24/1996,3,24,1996,vial,S.A. Grubbs,,stream,PreservedSpecimen,3,2,0,0,5,"male, female, ",adult,USA,US,Maryland,Garrett,"tributary, Swamp Run","Swamp Rd., 0.7 mi E Westernport Rd.",10,WGS84,S.A. Grubbs,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,781,-79.05999,39.57996
195,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,harperi,"Kirchner, 1980", Stonyfork Snowfly,accepted,species,not type,S.A. Grubbs,NA,3/24/1996,3,24,1996,vial,S.A. Grubbs,,stream,PreservedSpecimen,3,2,0,0,5,"male, female, ",adult,USA,US,Maryland,Garrett,"tributary, Swamp Run","Swamp Rd., 0.6 mi E Westernport Rd.",10,WGS84,P.N. Hogan,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,760,-79.06153,39.5814
196,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,harperi,"Kirchner, 1980", Stonyfork Snowfly,accepted,species,not type,S.A. Grubbs,NA,4/3/1996,4,3,1996,vial,S.A. Grubbs,,stream,PreservedSpecimen,1,4,0,0,5,"male, female, ",adult,USA,US,Maryland,Garrett,"tributary, Swamp Run","Swamp Rd., 0.7 mi E Westernport Rd.",10,WGS84,S.A. Grubbs,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,781,-79.05999,39.57996
197,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,harperi,"Kirchner, 1980", Stonyfork Snowfly,accepted,species,not type,S.A. Grubbs,NA,3/7/1996,3,7,1996,vial,S.A. Grubbs,,stream,PreservedSpecimen,0,6,0,0,6,female ,adult,USA,US,Maryland,Garrett,"tributary, Mill Run","Westernport Rd., 1.0 mi S Pine Swamp Rd.",10,WGS84,S.A. Grubbs,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,828,-79.0797,39.552
198,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,harperi,"Kirchner, 1980", Stonyfork Snowfly,accepted,species,not type,S.A. Grubbs,NA,3/7/1996,3,7,1996,vial,S.A. Grubbs,,stream,PreservedSpecimen,3,9,0,0,9,"male, female, ",adult,USA,US,Maryland,Garrett,"tributary, Mill Run","Michael Rd., 0.3 mi SE Westernport Rd.",10,WGS84,S.A. Grubbs,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,793,-79.0672,39.5609
199,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,harperi,"Kirchner, 1980", Stonyfork Snowfly,accepted,species,not type,S.A. Grubbs,NA,3/8/1997,3,8,1997,vial,S.A. Grubbs,,stream,PreservedSpecimen,1,3,0,0,12,"male, female, ",adult,USA,US,Maryland,Garrett,"spring, North Prong. Lostland Run",nr. confluence with South Prong. Lostland Run,10,WGS84,P.N. Hogan,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,653,-79.25442,39.37202
200,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,harperi,"Kirchner, 1980", Stonyfork Snowfly,accepted,species,not type,S.A. Grubbs,NA,3/7/1996,3,7,1996,vial,S.A. Grubbs,,stream,PreservedSpecimen,1,8,0,0,12,"male, female, ",adult,USA,US,Maryland,Garrett,"tributary, Mill Run","Westernport Rd., 1.7 mi S Pine Swamp Rd.",10,WGS84,S.A. Grubbs,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,709,-79.0759,39.54565
201,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,harperi,"Kirchner, 1980", Stonyfork Snowfly,accepted,species,not type,S.A. Grubbs,NA,3/8/1997,3,8,1997,vial,S.A. Grubbs,,stream,PreservedSpecimen,5,7,0,0,19,"male, female, ",adult,USA,US,Maryland,Garrett,"spring, tributary, North Branch Potomac River","nr. Audley-Riley Rd., 2.4 mi SE Laurel Run Rd.",1000,WGS84,P.N. Hogan,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,826,-79.30455,39.33886
202,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,harperi,"Kirchner, 1980", Stonyfork Snowfly,accepted,species,not type,S.A. Grubbs,NA,3/2/1996,3,2,1996,vial,S.A. Grubbs,,stream,PreservedSpecimen,31,25,0,0,19,"male, female, ",adult,USA,US,Maryland,Garrett,"tributary, Swamp Run","Swamp Rd., 0.6 mi E Westernport Rd.",10,WGS84,P.N. Hogan,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,760,-79.06153,39.5814
203,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,harperi,"Kirchner, 1980", Stonyfork Snowfly,accepted,species,not type,S.A. Grubbs,NA,3/6/1996,3,6,1996,vial,S.A. Grubbs,,stream,PreservedSpecimen,17,16,0,0,33,"male, female, ",adult,USA,US,Maryland,Garrett,"tributary, Mill Run","Michael Rd., 0.7 mi SE Westernport Rd.",10,WGS84,S.A. Grubbs,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,742,-79.05931,39.5586
204,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,harperi,"Kirchner, 1980", Stonyfork Snowfly,accepted,species,not type,S.A. Grubbs,NA,3/2/1996,3,2,1996,vial,S.A. Grubbs,,stream,PreservedSpecimen,17,2,0,0,56,"male, female, ",adult,USA,US,Maryland,Garrett,"tributary, Swamp Run","Swamp Rd., 0.7 mi E Westernport Rd.",10,WGS84,S.A. Grubbs,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,781,-79.05999,39.57996
205,Collection,RFSC,Plecoptera 16983,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,illinoensis,"Frison, 1935",Illinois Snowfly,accepted,species,not type,,NA,2/14/1996,2,14,1996,Vial,R.F. Surdick,,stream,PreservedSpecimen,0,0,0,0,0,,,USA,US,Maryland,Allegany,,Oldtown,100,WGS84,P.N. Hogan,mapper.acme.com,Maryland Plecoptera Project,No restrictions,"Letter to Dr. Scott Grubbs, year uncertain",166,-78.6075,39.54176
206,Collection,RFSC,Plecoptera 17053,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,illinoensis,"Frison, 1935",Illinois Snowfly,accepted,species,not type,,NA,2/14/1987,2,14,1987,Vial,"R.F. Surdick, D.H. Pifer",,stream,PreservedSpecimen,0,0,0,0,5,"male, female",adult,USA,US,Maryland,Allegany,,Oldtown,100,WGS84,P.N. Hogan,mapper.acme.com,Maryland Plecoptera Project,No restrictions,"Letter to Dr. Scott Grubbs, year uncertain",166,-78.6075,39.54176
